composer,composerLabel,birth,death,countryLabel
http://www.wikidata.org/entity/Q79036,Julius Epstein,1832-08-07T00:00:00Z,1926-03-03T00:00:00Z,Austria–Hungary
http://www.wikidata.org/entity/Q79043,Hugo Riesenfeld,1879-01-26T00:00:00Z,1939-09-10T00:00:00Z,Austria
http://www.wikidata.org/entity/Q79092,Franz von Walsegg,1763-01-17T00:00:00Z,1827-11-11T00:00:00Z,
http://www.wikidata.org/entity/Q79099,Caterina Cavalieri,1755-03-18T00:00:00Z,1801-06-30T00:00:00Z,Archduchy of Austria
http://www.wikidata.org/entity/Q79104,Georg Christoph Wagenseil,1715-01-29T00:00:00Z,1777-03-01T00:00:00Z,Archduchy of Austria
http://www.wikidata.org/entity/Q79183,Ernst Pauer,1826-12-21T00:00:00Z,1905-05-05T00:00:00Z,
http://www.wikidata.org/entity/Q80135,Dmitri Shostakovich,1906-09-25T00:00:00Z,1975-08-09T00:00:00Z,Soviet Union
http://www.wikidata.org/entity/Q80135,Dmitri Shostakovich,1906-09-25T00:00:00Z,1975-08-09T00:00:00Z,Russian Empire
http://www.wikidata.org/entity/Q80285,Ann Hampton Callaway,1958-05-30T00:00:00Z,,United States
http://www.wikidata.org/entity/Q80285,Ann Hampton Callaway,1959-05-30T00:00:00Z,,United States
http://www.wikidata.org/entity/Q80510,Alla Pugacheva,1949-04-15T00:00:00Z,,Russia
http://www.wikidata.org/entity/Q80621,Edvard Grieg,1843-06-15T00:00:00Z,1907-09-04T00:00:00Z,Norway
http://www.wikidata.org/entity/Q81609,Darren Wharton,1962-12-24T00:00:00Z,,United Kingdom
http://www.wikidata.org/entity/Q81752,Anton Bruckner,1824-09-04T00:00:00Z,1896-10-11T00:00:00Z,Austrian Empire
http://www.wikidata.org/entity/Q81752,Anton Bruckner,1824-09-04T00:00:00Z,1896-10-11T00:00:00Z,Cisleithania
http://www.wikidata.org/entity/Q81827,Boris Yarovinskiy,1922-03-11T00:00:00Z,2000-12-29T00:00:00Z,Ukraine
http://www.wikidata.org/entity/Q81827,Boris Yarovinskiy,1922-03-11T00:00:00Z,2000-12-29T00:00:00Z,Soviet Union
http://www.wikidata.org/entity/Q82222,Little Richard,1932-12-05T00:00:00Z,2020-05-09T00:00:00Z,United States
http://www.wikidata.org/entity/Q82262,Taras Chubay,1970-06-21T00:00:00Z,,Ukraine
http://www.wikidata.org/entity/Q160257,Wanda Landowska,1879-07-05T00:00:00Z,1959-08-16T00:00:00Z,France
http://www.wikidata.org/entity/Q160257,Wanda Landowska,1879-07-05T00:00:00Z,1959-08-16T00:00:00Z,Second Polish Republic
http://www.wikidata.org/entity/Q160257,Wanda Landowska,1879-07-05T00:00:00Z,1959-08-16T00:00:00Z,Congress Poland
http://www.wikidata.org/entity/Q160305,Henry Hübchen,1947-02-20T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q160305,Henry Hübchen,1947-02-20T00:00:00Z,,German Democratic Republic
http://www.wikidata.org/entity/Q160318,Norodom Sihanouk,1922-10-31T00:00:00Z,2012-10-15T00:00:00Z,Cambodia
http://www.wikidata.org/entity/Q160325,Q160325,1943-04-20T00:00:00Z,,United Kingdom
http://www.wikidata.org/entity/Q160390,Gustávo Dudamel,1981-01-26T00:00:00Z,,Venezuela
http://www.wikidata.org/entity/Q160433,Gilbert Bécaud,1927-10-24T00:00:00Z,2001-12-18T00:00:00Z,France
http://www.wikidata.org/entity/Q160451,Luigi Nono,1924-01-29T00:00:00Z,1990-05-08T00:00:00Z,Italy
http://www.wikidata.org/entity/Q160451,Luigi Nono,1924-01-29T00:00:00Z,1990-05-08T00:00:00Z,Kingdom of Italy
http://www.wikidata.org/entity/Q160744,Pepa Nos,1949-05-16T00:00:00Z,,Czech Republic
http://www.wikidata.org/entity/Q160744,Pepa Nos,1949-05-16T00:00:00Z,,Czechoslovakia
http://www.wikidata.org/entity/Q161004,Jan Bulank,1931-09-07T00:00:00Z,2002-01-17T00:00:00Z,Germany
http://www.wikidata.org/entity/Q161004,Jan Bulank,1931-09-07T00:00:00Z,2002-01-17T00:00:00Z,German Democratic Republic
http://www.wikidata.org/entity/Q161122,In-Grid,1978-09-11T00:00:00Z,,Italy
http://www.wikidata.org/entity/Q161208,Carl Heinrich Graun,1704-05-07T00:00:00Z,1759-08-08T00:00:00Z,Germany
http://www.wikidata.org/entity/Q161328,Franz Benda,1709-11-22T00:00:00Z,1786-03-07T00:00:00Z,Kingdom of Prussia
http://www.wikidata.org/entity/Q161328,Franz Benda,1709-11-22T00:00:00Z,1786-03-07T00:00:00Z,Kingdom of Bohemia
http://www.wikidata.org/entity/Q161703,Leopold Kozłowski-Kleinman,1918-11-26T00:00:00Z,2019-03-12T00:00:00Z,Poland
http://www.wikidata.org/entity/Q161703,Leopold Kozłowski-Kleinman,1918-11-26T00:00:00Z,2019-03-12T00:00:00Z,Second Polish Republic
http://www.wikidata.org/entity/Q161703,Leopold Kozłowski-Kleinman,1918-11-26T00:00:00Z,2019-03-12T00:00:00Z,Polish People's Republic
http://www.wikidata.org/entity/Q161892,Kim Ofstad,1969-11-25T00:00:00Z,,Norway
http://www.wikidata.org/entity/Q161938,Erik Wøllo,1961-01-06T00:00:00Z,,Norway
http://www.wikidata.org/entity/Q161971,Leonard Ware,1909-12-28T00:00:00Z,1974-03-30T00:00:00Z,United States
http://www.wikidata.org/entity/Q162005,Paul Allen,1953-01-21T00:00:00Z,2018-10-15T00:00:00Z,United States
http://www.wikidata.org/entity/Q162045,Owen Pallett,1979-09-07T00:00:00Z,,Canada
http://www.wikidata.org/entity/Q162076,Gottfried Galston,1879-08-31T00:00:00Z,1950-04-02T00:00:00Z,Austria
http://www.wikidata.org/entity/Q162092,Jack Good,1931-08-07T00:00:00Z,2017-09-24T00:00:00Z,United Kingdom
http://www.wikidata.org/entity/Q162113,Akira Miyoshi,1933-01-10T00:00:00Z,2013-10-04T00:00:00Z,Japan
http://www.wikidata.org/entity/Q162113,Akira Miyoshi,1933-01-10T00:00:00Z,2013-10-04T00:00:00Z,Empire of Japan
http://www.wikidata.org/entity/Q162158,Miroslav Šmajda,1988-11-27T00:00:00Z,,Slovakia
http://www.wikidata.org/entity/Q162209,Bernice Johnson Reagon,1942-10-04T00:00:00Z,2024-07-16T00:00:00Z,United States
http://www.wikidata.org/entity/Q162283,Matty Malneck,1903-12-09T00:00:00Z,1981-02-25T00:00:00Z,United States
http://www.wikidata.org/entity/Q162530,Clarence Williams,1893-10-08T00:00:00Z,1965-11-06T00:00:00Z,United States
http://www.wikidata.org/entity/Q162629,Simon Cowell,1959-10-07T00:00:00Z,,United Kingdom
http://www.wikidata.org/entity/Q162667,Glen Campbell,1936-04-22T00:00:00Z,2017-08-08T00:00:00Z,United States
http://www.wikidata.org/entity/Q162848,Vytautas Barkauskas,1931-03-25T00:00:00Z,2020-04-25T00:00:00Z,Lithuania
http://www.wikidata.org/entity/Q162848,Vytautas Barkauskas,1931-03-25T00:00:00Z,2020-04-25T00:00:00Z,Soviet Union
http://www.wikidata.org/entity/Q163061,Valentin Adamberger,1740-02-22T00:00:00Z,1804-08-24T00:00:00Z,Electorate of Bavaria
http://www.wikidata.org/entity/Q163063,Peter Hammill,1948-11-05T00:00:00Z,,United Kingdom
http://www.wikidata.org/entity/Q163072,Pierre Moerlen,1952-10-23T00:00:00Z,2005-05-03T00:00:00Z,France
http://www.wikidata.org/entity/Q163080,Kalākaua,1836-11-16T00:00:00Z,1891-01-20T00:00:00Z,Kingdom of Hawaiʻi
http://www.wikidata.org/entity/Q163122,Ross Edwards,1943-12-23T00:00:00Z,,Australia
http://www.wikidata.org/entity/Q163129,Eduard Erdmann,1896-03-05T00:00:00Z,1958-06-21T00:00:00Z,Germany
http://www.wikidata.org/entity/Q163129,Eduard Erdmann,1896-03-05T00:00:00Z,1958-06-21T00:00:00Z,Russian Empire
http://www.wikidata.org/entity/Q163207,Toma Prošev,1931-11-10T00:00:00Z,1996-09-12T00:00:00Z,
http://www.wikidata.org/entity/Q163234,Blu Mankuma,1948-07-05T00:00:00Z,,United States
http://www.wikidata.org/entity/Q163366,Ezra Pound,1885-10-30T00:00:00Z,1972-11-01T00:00:00Z,United States
http://www.wikidata.org/entity/Q163406,Hernando Franco,1532-01-01T00:00:00Z,1585-11-28T00:00:00Z,Spain
http://www.wikidata.org/entity/Q163498,Whit Dickey,1954-05-28T00:00:00Z,,United States
http://www.wikidata.org/entity/Q163833,Sebastian z Felsztyna,1480-01-01T00:00:00Z,1543-01-01T00:00:00Z,Poland
http://www.wikidata.org/entity/Q163833,Sebastian z Felsztyna,1485-01-01T00:00:00Z,1543-01-01T00:00:00Z,Poland
http://www.wikidata.org/entity/Q163833,Sebastian z Felsztyna,1480-01-01T00:00:00Z,1544-01-01T00:00:00Z,Poland
http://www.wikidata.org/entity/Q163833,Sebastian z Felsztyna,1485-01-01T00:00:00Z,1544-01-01T00:00:00Z,Poland
http://www.wikidata.org/entity/Q163993,Josef Slavík,1806-03-26T00:00:00Z,1833-05-03T00:00:00Z,Austrian Empire
http://www.wikidata.org/entity/Q163993,Josef Slavík,1806-03-26T00:00:00Z,1833-05-30T00:00:00Z,Austrian Empire
http://www.wikidata.org/entity/Q164004,Alexander Borodin,1833-11-12T00:00:00Z,1887-02-27T00:00:00Z,Russian Empire
http://www.wikidata.org/entity/Q164045,Annibale Padovano,1527-01-01T00:00:00Z,1575-03-15T00:00:00Z,Republic of Venice
http://www.wikidata.org/entity/Q164060,Brandi Carlile,1981-06-01T00:00:00Z,,United States
http://www.wikidata.org/entity/Q164106,Péter Esterházy,1950-04-14T00:00:00Z,2016-07-14T00:00:00Z,Hungary
http://www.wikidata.org/entity/Q164141,Anthony Gilbert,1934-08-26T00:00:00Z,2023-07-05T00:00:00Z,United Kingdom
http://www.wikidata.org/entity/Q164475,Arcangelo Corelli,1653-02-17T00:00:00Z,1713-01-08T00:00:00Z,Papal States
http://www.wikidata.org/entity/Q164562,Sergio Leone,1929-01-03T00:00:00Z,1989-04-30T00:00:00Z,Italy
http://www.wikidata.org/entity/Q164593,Karel Kryl,1944-04-12T00:00:00Z,1994-03-03T00:00:00Z,Czechoslovakia
http://www.wikidata.org/entity/Q164721,Reinhard Mey,1942-12-21T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q164732,Johann Adolph Hasse,1699-03-15T00:00:00Z,1783-12-16T00:00:00Z,Holy Roman Empire
http://www.wikidata.org/entity/Q164732,Johann Adolph Hasse,1699-03-25T00:00:00Z,1783-12-16T00:00:00Z,Holy Roman Empire
http://www.wikidata.org/entity/Q164732,Johann Adolph Hasse,1699-03-15T00:00:00Z,1783-12-23T00:00:00Z,Holy Roman Empire
http://www.wikidata.org/entity/Q164732,Johann Adolph Hasse,1699-03-25T00:00:00Z,1783-12-23T00:00:00Z,Holy Roman Empire
http://www.wikidata.org/entity/Q164869,Jon Lajoie,1980-08-21T00:00:00Z,,Canada
http://www.wikidata.org/entity/Q164882,Hans Leo Hassler,1564-11-15T00:00:00Z,1612-06-08T00:00:00Z,Germany
http://www.wikidata.org/entity/Q165108,Tomáš Najbrt,1951-10-31T00:00:00Z,,Czech Republic
http://www.wikidata.org/entity/Q165467,Jimmy Page,1944-01-09T00:00:00Z,,United Kingdom
http://www.wikidata.org/entity/Q165634,Al Di Meola,1954-07-22T00:00:00Z,,United States
http://www.wikidata.org/entity/Q165644,Paul Landers,1964-12-09T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q165644,Paul Landers,1964-12-09T00:00:00Z,,German Democratic Republic
http://www.wikidata.org/entity/Q165668,Sofia Gubaidulina,1931-10-24T00:00:00Z,2025-03-13T00:00:00Z,Russia
http://www.wikidata.org/entity/Q165668,Sofia Gubaidulina,1931-10-24T00:00:00Z,2025-03-13T00:00:00Z,Soviet Union
http://www.wikidata.org/entity/Q165671,Sergiu Celibidache,1912-07-11T00:00:00Z,1996-08-13T00:00:00Z,Germany
http://www.wikidata.org/entity/Q165671,Sergiu Celibidache,1912-07-11T00:00:00Z,1996-08-13T00:00:00Z,Romania
http://www.wikidata.org/entity/Q165686,Frank Skinner,1897-12-31T00:00:00Z,1968-10-08T00:00:00Z,United States
http://www.wikidata.org/entity/Q165686,Frank Skinner,1897-12-31T00:00:00Z,1968-10-09T00:00:00Z,United States
http://www.wikidata.org/entity/Q165706,Rodion Shchedrin,1932-12-16T00:00:00Z,2025-08-29T00:00:00Z,Lithuania
http://www.wikidata.org/entity/Q165706,Rodion Shchedrin,1932-12-16T00:00:00Z,2025-08-29T00:00:00Z,Russia
http://www.wikidata.org/entity/Q165706,Rodion Shchedrin,1932-12-16T00:00:00Z,2025-08-29T00:00:00Z,Germany
http://www.wikidata.org/entity/Q165706,Rodion Shchedrin,1932-12-16T00:00:00Z,2025-08-29T00:00:00Z,Soviet Union
http://www.wikidata.org/entity/Q165729,Antal Molnár,1890-01-07T00:00:00Z,1983-12-07T00:00:00Z,Hungary
http://www.wikidata.org/entity/Q165789,Oxmo Puccino,1974-08-03T00:00:00Z,,France
http://www.wikidata.org/entity/Q165824,Johanna Kinkel,1810-07-08T00:00:00Z,1858-11-15T00:00:00Z,Kingdom of Prussia
http://www.wikidata.org/entity/Q166164,Elisa,1977-12-19T00:00:00Z,,Italy
http://www.wikidata.org/entity/Q166197,Luke Bryan,1976-07-17T00:00:00Z,,United States
http://www.wikidata.org/entity/Q166225,Roger Boucher,1885-01-13T00:00:00Z,1918-10-20T00:00:00Z,France
http://www.wikidata.org/entity/Q166256,Ed Starink,1952-12-17T00:00:00Z,,Kingdom of the Netherlands
http://www.wikidata.org/entity/Q166344,Mark Sheehan,1976-10-29T00:00:00Z,2023-04-14T00:00:00Z,Ireland
http://www.wikidata.org/entity/Q166367,Francis Goya,1946-05-16T00:00:00Z,,Belgium
http://www.wikidata.org/entity/Q166430,Bartholomäus Aich,1601-01-01T00:00:00Z,1690-01-01T00:00:00Z,Germany
http://www.wikidata.org/entity/Q166565,Mick Harvey,1958-08-29T00:00:00Z,,Australia
http://www.wikidata.org/entity/Q166613,Thorvald Lammers,1841-01-15T00:00:00Z,1922-02-08T00:00:00Z,Norway
http://www.wikidata.org/entity/Q166796,GoonRock,1975-04-18T00:00:00Z,,United States
http://www.wikidata.org/entity/Q202242,Emma Härdelin,1975-09-26T00:00:00Z,,Sweden
http://www.wikidata.org/entity/Q202246,Morrissey,1959-05-22T00:00:00Z,,United Kingdom
http://www.wikidata.org/entity/Q202247,Vato Gonzalez,1983-07-06T00:00:00Z,,Kingdom of the Netherlands
http://www.wikidata.org/entity/Q202302,Pierre Dervaux,1917-01-03T00:00:00Z,1992-02-20T00:00:00Z,France
http://www.wikidata.org/entity/Q202303,Giovanni Paisiello,1740-05-09T00:00:00Z,1816-06-05T00:00:00Z,Kingdom of Naples
http://www.wikidata.org/entity/Q202319,Bill Haley,1925-07-06T00:00:00Z,1981-02-09T00:00:00Z,United States
http://www.wikidata.org/entity/Q202550,Dido,1971-12-25T00:00:00Z,,United Kingdom
http://www.wikidata.org/entity/Q202589,Cillian Murphy,1976-05-25T00:00:00Z,,Ireland
http://www.wikidata.org/entity/Q202672,German Galynin,1922-03-30T00:00:00Z,1966-06-18T00:00:00Z,Soviet Union
http://www.wikidata.org/entity/Q202729,Jerry Lee Lewis,1935-09-29T00:00:00Z,2022-10-28T00:00:00Z,United States
http://www.wikidata.org/entity/Q202733,Tony Iommi,1948-02-19T00:00:00Z,,United Kingdom
http://www.wikidata.org/entity/Q202752,Željko Joksimović,1972-04-20T00:00:00Z,,Serbia
http://www.wikidata.org/entity/Q202847,Fred Ho,1957-08-10T00:00:00Z,2014-04-12T00:00:00Z,United States
http://www.wikidata.org/entity/Q202937,Stevie Ray Vaughan,1954-10-03T00:00:00Z,1990-08-27T00:00:00Z,United States
http://www.wikidata.org/entity/Q203185,Robert Fripp,1946-05-16T00:00:00Z,,United Kingdom
http://www.wikidata.org/entity/Q203188,John Morris,1926-10-18T00:00:00Z,2018-01-25T00:00:00Z,United States
http://www.wikidata.org/entity/Q203229,François-André Danican Philidor,1726-09-07T00:00:00Z,1795-08-31T00:00:00Z,France
http://www.wikidata.org/entity/Q203379,Zim Ngqawana,1959-12-25T00:00:00Z,2011-05-10T00:00:00Z,South Africa
http://www.wikidata.org/entity/Q203413,Alfredo Zitarrosa,1936-03-10T00:00:00Z,1989-01-17T00:00:00Z,Uruguay
http://www.wikidata.org/entity/Q131285,John Williams,1932-02-08T00:00:00Z,,United States
http://www.wikidata.org/entity/Q131324,Janet Jackson,1966-05-16T00:00:00Z,,United States
http://www.wikidata.org/entity/Q131433,Shania Twain,1965-08-28T00:00:00Z,,Canada
http://www.wikidata.org/entity/Q131725,Joan Baez,1941-01-09T00:00:00Z,,United States
http://www.wikidata.org/entity/Q131821,Kid Crème,1974-01-01T00:00:00Z,,Italy
http://www.wikidata.org/entity/Q131861,Sergei Rachmaninoff,1873-04-01T00:00:00Z,1943-03-28T00:00:00Z,United States
http://www.wikidata.org/entity/Q131861,Sergei Rachmaninoff,1873-04-01T00:00:00Z,1943-03-28T00:00:00Z,Russian Empire
http://www.wikidata.org/entity/Q132232,Clara Schumann,1819-09-13T00:00:00Z,1896-05-20T00:00:00Z,Kingdom of Saxony
http://www.wikidata.org/entity/Q132238,Immanuel Faisst,1823-10-13T00:00:00Z,1894-06-05T00:00:00Z,German Reich
http://www.wikidata.org/entity/Q132341,Bobby Timmons,1935-12-19T00:00:00Z,1974-03-01T00:00:00Z,United States
http://www.wikidata.org/entity/Q132433,Yuki Kajiura,1965-08-06T00:00:00Z,,Japan
http://www.wikidata.org/entity/Q132506,Patrick Simmons,1948-10-19T00:00:00Z,,United States
http://www.wikidata.org/entity/Q132682,Modest Petrovich Mussorgsky,1839-03-21T00:00:00Z,1881-03-28T00:00:00Z,Russian Empire
http://www.wikidata.org/entity/Q133151,Q133151,1948-12-03T00:00:00Z,2025-07-22T00:00:00Z,United Kingdom
http://www.wikidata.org/entity/Q133665,Marla Gibbs,1931-06-14T00:00:00Z,,United States
http://www.wikidata.org/entity/Q133677,Helmut Walcha,1907-10-27T00:00:00Z,1991-08-11T00:00:00Z,Germany
http://www.wikidata.org/entity/Q133832,Georg Schnéevoigt,1872-11-08T00:00:00Z,1947-11-28T00:00:00Z,Finland
http://www.wikidata.org/entity/Q133832,Georg Schnéevoigt,1872-11-08T00:00:00Z,1947-11-28T00:00:00Z,Russian Empire
http://www.wikidata.org/entity/Q283203,Miroslav Kostadinov,1976-03-10T00:00:00Z,,People's Republic of Bulgaria
http://www.wikidata.org/entity/Q283237,Patrizia Laquidara,1972-10-29T00:00:00Z,,Italy
http://www.wikidata.org/entity/Q283320,Alexander Reinagle,1756-04-23T00:00:00Z,1809-09-21T00:00:00Z,United States
http://www.wikidata.org/entity/Q283651,Giovanni Battista Martini,1706-04-24T00:00:00Z,1784-08-03T00:00:00Z,
http://www.wikidata.org/entity/Q283652,Youmi Kimura,2000-01-01T00:00:00Z,,Japan
http://www.wikidata.org/entity/Q283781,Erwin Lehn,1919-06-08T00:00:00Z,2010-03-20T00:00:00Z,Germany
http://www.wikidata.org/entity/Q284044,Petar Krstić,1877-02-18T00:00:00Z,1957-01-21T00:00:00Z,Serbia
http://www.wikidata.org/entity/Q284066,Aiko,1975-11-22T00:00:00Z,,Japan
http://www.wikidata.org/entity/Q284127,Jan Tollius,1550-01-01T00:00:00Z,1603-01-01T00:00:00Z,Kingdom of Denmark
http://www.wikidata.org/entity/Q284138,François de Chancy,1600-01-01T00:00:00Z,1656-01-01T00:00:00Z,France
http://www.wikidata.org/entity/Q284138,François de Chancy,1600-01-01T00:00:00Z,1656-08-01T00:00:00Z,France
http://www.wikidata.org/entity/Q284227,Lisa Hannigan,1981-02-12T00:00:00Z,,Ireland
http://www.wikidata.org/entity/Q284299,Johnny Almond,1946-07-20T00:00:00Z,2009-11-18T00:00:00Z,United Kingdom
http://www.wikidata.org/entity/Q284299,Johnny Almond,1946-07-29T00:00:00Z,2009-11-18T00:00:00Z,United Kingdom
http://www.wikidata.org/entity/Q284386,Deems Taylor,1885-12-22T00:00:00Z,1966-07-03T00:00:00Z,United States
http://www.wikidata.org/entity/Q77970,Joachim-Ernst Berendt,1922-07-20T00:00:00Z,2000-02-04T00:00:00Z,Germany
http://www.wikidata.org/entity/Q77985,Johann Friedrich Alberti,1642-01-11T00:00:00Z,1710-06-14T00:00:00Z,Germany
http://www.wikidata.org/entity/Q78038,Georg Friedrich Treitschke,1776-08-29T00:00:00Z,1842-06-04T00:00:00Z,Kingdom of Saxony
http://www.wikidata.org/entity/Q78049,Ferhat Tunç,1964-03-14T00:00:00Z,,Turkey
http://www.wikidata.org/entity/Q78049,Ferhat Tunç,1964-03-14T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q78124,Dajos Béla,1897-12-19T00:00:00Z,1978-12-05T00:00:00Z,
http://www.wikidata.org/entity/Q78144,Siegfried Borris,1906-11-04T00:00:00Z,1987-08-23T00:00:00Z,Germany
http://www.wikidata.org/entity/Q78230,Minna Planer,1809-09-05T00:00:00Z,1866-01-25T00:00:00Z,Kingdom of Saxony
http://www.wikidata.org/entity/Q78230,Minna Planer,1809-09-05T00:00:00Z,1866-01-26T00:00:00Z,Kingdom of Saxony
http://www.wikidata.org/entity/Q78273,Johannes Zahn,1817-08-01T00:00:00Z,1895-02-17T00:00:00Z,Germany
http://www.wikidata.org/entity/Q213547,Emanuel Schikaneder,1751-09-01T00:00:00Z,1812-09-21T00:00:00Z,Holy Roman Empire
http://www.wikidata.org/entity/Q340243,Achille Philip,1878-10-12T00:00:00Z,1959-11-12T00:00:00Z,France
http://www.wikidata.org/entity/Q340294,Achilles Alferaki,1846-07-03T00:00:00Z,1919-12-27T00:00:00Z,Russian Soviet Federative Socialist Republic
http://www.wikidata.org/entity/Q340294,Achilles Alferaki,1846-07-03T00:00:00Z,1919-12-27T00:00:00Z,Russian Empire
http://www.wikidata.org/entity/Q340366,Achim Christian Bornhöft,1966-11-03T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q340391,Achim Hagemann,1965-08-08T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q340410,Achim Kleist,1965-04-21T00:00:00Z,,Germany
http://www.wikidata.org/entity/Q168485,Gaspare Spontini,1774-11-14T00:00:00Z,1851-01-24T00:00:00Z,France
http://www.wikidata.org/entity/Q168485,Gaspare Spontini,1774-11-14T00:00:00Z,1851-01-24T00:00:00Z,Kingdom of Prussia
http://www.wikidata.org/entity/Q168485,Gaspare Spontini,1774-11-14T00:00:00Z,1851-01-24T00:00:00Z,Papal States
http://www.wikidata.org/entity/Q168539,Carl Friedrich Abel,1723-12-22T00:00:00Z,1787-06-20T00:00:00Z,Holy Roman Empire
http://www.wikidata.org/entity/Q168600,Woody Shaw,1944-12-24T00:00:00Z,1989-05-10T00:00:00Z,United States
http://www.wikidata.org/entity/Q168832,Johann Adam Reincken,1643-01-01T00:00:00Z,1722-11-24T00:00:00Z,Dutch Republic
http://www.wikidata.org/entity/Q168946,Zdenko Runjić,1942-10-26T00:00:00Z,2004-10-27T00:00:00Z,Croatia
http://www.wikidata.org/entity/Q168978,Zdeněk Folprecht,1900-01-26T00:00:00Z,1961-10-29T00:00:00Z,Czechoslovakia
http://www.wikidata.org/entity/Q168979,Zdeněk Gurský,1954-10-06T00:00:00Z,,
http://www.wikidata.org/entity/Q169009,Zdeněk Lukáš,1928-08-21T00:00:00Z,2007-07-13T00:00:00Z,Czech Republic
http://www.wikidata.org/entity/Q169009,Zdeněk Lukáš,1928-08-21T00:00:00Z,2007-07-13T00:00:00Z,Czechoslovakia
http://www.wikidata.org/entity/Q169030,Zdeněk Mácal,1936-01-08T00:00:00Z,2023-10-25T00:00:00Z,Czech Republic
http://www.wikidata.org/entity/Q169030,Zdeněk Mácal,1936-01-08T00:00:00Z,2023-10-25T00:00:00Z,Czechoslovakia
http://www.wikidata.org/entity/Q169038,Zdeněk Nejedlý,1878-02-10T00:00:00Z,1962-03-09T00:00:00Z,Austria–Hungary
http://www.wikidata.org/entity/Q291368,Na Castelloza,1300-01-01T00:00:00Z,1300-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q291405,Sky Ferreira,1992-07-08T00:00:00Z,,United States
http://www.wikidata.org/entity/Q291485,Nikki Yanofsky,1994-02-08T00:00:00Z,,Canada
http://www.wikidata.org/entity/Q291573,Greta Salóme Stefánsdóttir,1986-11-11T00:00:00Z,,Iceland
http://www.wikidata.org/entity/Q291665,Nina Makarova,1906-08-12T00:00:00Z,1976-01-15T00:00:00Z,Soviet Union
http://www.wikidata.org/entity/Q291665,Nina Makarova,1906-08-12T00:00:00Z,1976-01-15T00:00:00Z,Russian Empire
http://www.wikidata.org/entity/Q291667,Annie Fischer,1914-07-05T00:00:00Z,1995-04-10T00:00:00Z,Hungary
http://www.wikidata.org/entity/Q292018,Ljubica Marić,1909-03-18T00:00:00Z,2003-09-17T00:00:00Z,Serbia and Montenegro
http://www.wikidata.org/entity/Q292018,Ljubica Marić,1909-03-18T00:00:00Z,2003-09-17T00:00:00Z,Socialist Federal Republic of Yugoslavia
http://www.wikidata.org/entity/Q292018,Ljubica Marić,1909-03-18T00:00:00Z,2003-09-17T00:00:00Z,Kingdom of Yugoslavia
http://www.wikidata.org/entity/Q292018,Ljubica Marić,1909-03-18T00:00:00Z,2003-09-17T00:00:00Z,Kingdom of Serbia
http://www.wikidata.org/entity/Q292018,Ljubica Marić,1909-03-18T00:00:00Z,2003-09-17T00:00:00Z,Federal Republic of Yugoslavia
http://www.wikidata.org/entity/Q292018,Ljubica Marić,1909-03-18T00:00:00Z,2003-09-17T00:00:00Z,"Kingdom of Serbs, Croats and Slovenes"
http://www.wikidata.org/entity/Q292036,Anca Parghel,1957-09-16T00:00:00Z,2008-12-05T00:00:00Z,Romania
http://www.wikidata.org/entity/Q292064,"Princess Maria Antonia Koháry, 2nd Princess of Koháry",1797-07-02T00:00:00Z,1862-09-25T00:00:00Z,Hungary
http://www.wikidata.org/entity/Q292092,Sophie B. Hawkins,1964-11-01T00:00:00Z,,United States
http://www.wikidata.org/entity/Q292350,Jeanne Demessieux,1921-02-13T00:00:00Z,1968-11-11T00:00:00Z,France
http://www.wikidata.org/entity/Q292355,Betty Davis,1944-07-26T00:00:00Z,2022-02-09T00:00:00Z,United States
http://www.wikidata.org/entity/Q168155,Zbigniew Preisner,1955-05-20T00:00:00Z,,Poland
http://www.wikidata.org/entity/Q168156,Zbigniew Rudziński,1935-10-23T00:00:00Z,2019-05-09T00:00:00Z,Poland
http://www.wikidata.org/entity/Q168191,Takekuni Hirayoshi,1936-07-10T00:00:00Z,1998-05-28T00:00:00Z,Japan
http://www.wikidata.org/entity/Q168191,Takekuni Hirayoshi,1936-07-10T00:00:00Z,1998-05-28T00:00:00Z,Empire of Japan
http://www.wikidata.org/entity/Q168194,Clifton Parker,1905-02-05T00:00:00Z,1989-09-02T00:00:00Z,United Kingdom
http://www.wikidata.org/entity/Q168320,Zbyněk Vostřák,1920-06-10T00:00:00Z,1985-08-04T00:00:00Z,Czechoslovakia
http://www.wikidata.org/entity/Q168345,Antonio Lotti,1667-01-05T00:00:00Z,1740-01-05T00:00:00Z,Republic of Venice
http://www.wikidata.org/entity/Q339031,Van Dyke Parks,1941-01-03T00:00:00Z,,United States
http://www.wikidata.org/entity/Q339061,Toshio Akiyama,1929-03-26T00:00:00Z,2025-12-09T00:00:00Z,Japan
http://www.wikidata.org/entity/Q339070,Pepito Arriola,1895-12-14T00:00:00Z,1954-10-24T00:00:00Z,Spain
http://www.wikidata.org/entity/Q339104,Ryōtarō Abe,1962-01-01T00:00:00Z,,Japan
